community_id,topic,count,percent
0,0_democrats_voters_dems_votes,1611,0.27886446252380126
0,10_tuition_loans_gpa_colleges,127,0.021983728578847152
0,11_paternity_tests_dna_pregnant,217,0.037562748831573484
0,12_shower_socks_smell_shampoo,47,0.00813571057642375
0,13_zoos_pets_horses_mice,67,0.0115977150770296
0,14_deltas_reversal_rejected_deltabot,12,0.0020772027003635105
0,15_autism_weed_adhd_diagnosed,90,0.015579020252726328
0,16_walkie_meetings_emails_caller,53,0.009174311926605505
0,17_tipping_holidays_wages_employer,69,0.011943915527090185
0,18_housing_suburbs_gentrification_neighborhoods,46,0.007962610351393456
0,19_mattress_sheets_melatonin_blankets,39,0.006750908776181409
0,1_christianity_muslims_religions_violent,1713,0.29652068547689114
0,20_robots_robot_sentient_automation,31,0.005366106975939069
0,21_camera_iphones_devices_batteries,12,0.0020772027003635105
0,22_languages_native_japanese_duolingo,9,0.0015579020252726328
0,23_maya_ywbta_disorder_yoda,1,0.00017310022503029253
0,2_genocide_hamas_palestinians_gaza,295,0.0510645663839363
0,3_birthday_bride_gifts_ceremony,189,0.03271594253072529
0,4_coffee_salt_breakfast_sandwich,136,0.023541630604119786
0,5_healthcare_tariffs_medicaid_deficit,486,0.08412670936472218
0,6_superman_band_songs_anime,122,0.02111822745369569
0,7_childish_reread_olds_distraction,233,0.04033235243205816
0,8_players_sport_nba_teams,89,0.015405920027696036
0,9_airlines_airport_airline_flights,83,0.014367318677514281
1,0_democrats_voters_dems_votes,270,0.07491675915649279
1,10_tuition_loans_gpa_colleges,102,0.02830188679245283
1,11_paternity_tests_dna_pregnant,30,0.008324084350721421
1,12_shower_socks_smell_shampoo,110,0.030521642619311874
1,13_zoos_pets_horses_mice,61,0.016925638179800223
1,14_deltas_reversal_rejected_deltabot,2,0.0005549389567147614
1,15_autism_weed_adhd_diagnosed,34,0.009433962264150943
1,16_walkie_meetings_emails_caller,56,0.01553829078801332
1,17_tipping_holidays_wages_employer,72,0.01997780244173141
1,18_housing_suburbs_gentrification_neighborhoods,42,0.011653718091009988
1,19_mattress_sheets_melatonin_blankets,74,0.020532741398446172
1,1_christianity_muslims_religions_violent,971,0.26942286348501665
1,20_robots_robot_sentient_automation,12,0.003329633740288568
1,21_camera_iphones_devices_batteries,32,0.008879023307436182
1,22_languages_native_japanese_duolingo,18,0.004994450610432853
1,23_maya_ywbta_disorder_yoda,10,0.002774694783573807
1,2_genocide_hamas_palestinians_gaza,27,0.007491675915649278
1,3_birthday_bride_gifts_ceremony,197,0.054661487236403995
1,4_coffee_salt_breakfast_sandwich,506,0.14039955604883464
1,5_healthcare_tariffs_medicaid_deficit,153,0.04245283018867924
1,6_superman_band_songs_anime,267,0.07408435072142064
1,7_childish_reread_olds_distraction,221,0.06132075471698113
1,8_players_sport_nba_teams,199,0.055216426193118756
1,9_airlines_airport_airline_flights,138,0.03829078801331853
2,0_democrats_voters_dems_votes,27,0.030612244897959183
2,10_tuition_loans_gpa_colleges,7,0.007936507936507936
2,11_paternity_tests_dna_pregnant,10,0.011337868480725623
2,12_shower_socks_smell_shampoo,58,0.06575963718820861
2,13_zoos_pets_horses_mice,26,0.02947845804988662
2,15_autism_weed_adhd_diagnosed,9,0.01020408163265306
2,16_walkie_meetings_emails_caller,15,0.017006802721088437
2,17_tipping_holidays_wages_employer,20,0.022675736961451247
2,18_housing_suburbs_gentrification_neighborhoods,3,0.003401360544217687
2,19_mattress_sheets_melatonin_blankets,24,0.027210884353741496
2,1_christianity_muslims_religions_violent,245,0.2777777777777778
2,20_robots_robot_sentient_automation,2,0.0022675736961451248
2,21_camera_iphones_devices_batteries,2,0.0022675736961451248
2,22_languages_native_japanese_duolingo,1,0.0011337868480725624
2,23_maya_ywbta_disorder_yoda,5,0.005668934240362812
2,2_genocide_hamas_palestinians_gaza,1,0.0011337868480725624
2,3_birthday_bride_gifts_ceremony,265,0.30045351473922904
2,4_coffee_salt_breakfast_sandwich,39,0.04421768707482993
2,5_healthcare_tariffs_medicaid_deficit,18,0.02040816326530612
2,6_superman_band_songs_anime,17,0.01927437641723356
2,7_childish_reread_olds_distraction,52,0.05895691609977324
2,8_players_sport_nba_teams,12,0.013605442176870748
2,9_airlines_airport_airline_flights,24,0.027210884353741496
3,0_democrats_voters_dems_votes,1409,0.5499609679937549
3,10_tuition_loans_gpa_colleges,24,0.00936768149882904
3,11_paternity_tests_dna_pregnant,11,0.00429352068696331
3,12_shower_socks_smell_shampoo,5,0.00195160031225605
3,13_zoos_pets_horses_mice,5,0.00195160031225605
3,14_deltas_reversal_rejected_deltabot,1,0.00039032006245121
3,15_autism_weed_adhd_diagnosed,4,0.00156128024980484
3,16_walkie_meetings_emails_caller,9,0.00351288056206089
3,17_tipping_holidays_wages_employer,16,0.00624512099921936
3,18_housing_suburbs_gentrification_neighborhoods,21,0.00819672131147541
3,19_mattress_sheets_melatonin_blankets,7,0.00273224043715847
3,1_christianity_muslims_religions_violent,428,0.16705698672911787
3,20_robots_robot_sentient_automation,14,0.00546448087431694
3,21_camera_iphones_devices_batteries,1,0.00039032006245121
3,22_languages_native_japanese_duolingo,2,0.00078064012490242
3,2_genocide_hamas_palestinians_gaza,166,0.06479313036690086
3,3_birthday_bride_gifts_ceremony,22,0.00858704137392662
3,4_coffee_salt_breakfast_sandwich,15,0.00585480093676815
3,5_healthcare_tariffs_medicaid_deficit,293,0.11436377829820453
3,6_superman_band_songs_anime,14,0.00546448087431694
3,7_childish_reread_olds_distraction,68,0.02654176424668228
3,8_players_sport_nba_teams,15,0.00585480093676815
3,9_airlines_airport_airline_flights,12,0.00468384074941452
4,0_democrats_voters_dems_votes,15,0.03807106598984772
4,10_tuition_loans_gpa_colleges,2,0.005076142131979695
4,11_paternity_tests_dna_pregnant,6,0.015228426395939087
4,12_shower_socks_smell_shampoo,14,0.03553299492385787
4,13_zoos_pets_horses_mice,3,0.007614213197969543
4,15_autism_weed_adhd_diagnosed,14,0.03553299492385787
4,16_walkie_meetings_emails_caller,8,0.02030456852791878
4,17_tipping_holidays_wages_employer,21,0.0532994923857868
4,18_housing_suburbs_gentrification_neighborhoods,4,0.01015228426395939
4,19_mattress_sheets_melatonin_blankets,10,0.025380710659898477
4,1_christianity_muslims_religions_violent,159,0.4035532994923858
4,20_robots_robot_sentient_automation,2,0.005076142131979695
4,2_genocide_hamas_palestinians_gaza,1,0.0025380710659898475
4,3_birthday_bride_gifts_ceremony,29,0.07360406091370558
4,4_coffee_salt_breakfast_sandwich,14,0.03553299492385787
4,5_healthcare_tariffs_medicaid_deficit,14,0.03553299492385787
4,6_superman_band_songs_anime,13,0.03299492385786802
4,7_childish_reread_olds_distraction,54,0.13705583756345177
4,8_players_sport_nba_teams,1,0.0025380710659898475
4,9_airlines_airport_airline_flights,10,0.025380710659898477
5,0_democrats_voters_dems_votes,26,0.17218543046357615
5,10_tuition_loans_gpa_colleges,4,0.026490066225165563
5,11_paternity_tests_dna_pregnant,1,0.006622516556291391
5,12_shower_socks_smell_shampoo,7,0.046357615894039736
5,15_autism_weed_adhd_diagnosed,3,0.019867549668874173
5,16_walkie_meetings_emails_caller,1,0.006622516556291391
5,18_housing_suburbs_gentrification_neighborhoods,8,0.052980132450331126
5,19_mattress_sheets_melatonin_blankets,1,0.006622516556291391
5,1_christianity_muslims_religions_violent,59,0.39072847682119205
5,20_robots_robot_sentient_automation,2,0.013245033112582781
5,2_genocide_hamas_palestinians_gaza,9,0.059602649006622516
5,3_birthday_bride_gifts_ceremony,5,0.033112582781456956
5,4_coffee_salt_breakfast_sandwich,1,0.006622516556291391
5,5_healthcare_tariffs_medicaid_deficit,11,0.0728476821192053
5,6_superman_band_songs_anime,5,0.033112582781456956
5,7_childish_reread_olds_distraction,6,0.039735099337748346
5,8_players_sport_nba_teams,2,0.013245033112582781
6,0_democrats_voters_dems_votes,6,0.17647058823529413
6,18_housing_suburbs_gentrification_neighborhoods,3,0.08823529411764706
6,1_christianity_muslims_religions_violent,18,0.5294117647058824
6,22_languages_native_japanese_duolingo,1,0.029411764705882353
6,2_genocide_hamas_palestinians_gaza,1,0.029411764705882353
